STATUS,INPUT
F,"Coronavirus spread by people with no symptoms 'appears to be infected,'who official says",
T,Plant lectins are potent inhibitors of coronaviruses by interfering with two targets in the viral replication cycle,
F,Human lectins are potent inhibitors of coronaviruses by interfering with two targets in the viral replication cycle,
F,Plant lectins are potent inhibitors of coronaviruses by interfering with two targets in the viral infection cycle,
T,Woolworths to hold elderly and disabled-only shopping hour,
F,Woolworths to hold new and disabled-only shopping hour,
F,Woolworths to prevent elderly and disabled-only shopping hour,
F,Woolworths to hold training and disabled-only shopping hour,
T,Map suggests tb vaccine may help prevent covid-19,
F,Map suggests tb vaccine cannot help prevent covid-19,
F,Map suggests tb vaccine may help induce covid-19,
F,Map suggests tb vaccine may help cause covid-19,
T,"India has first covid vaccine approved from dcgi , human trials to begin in july .",
F,"India has no covid vaccine approved from dcgi, human trials to begin in july.",
F,"China has first covid vaccine approved from dcgi, human trials to begin in july.",
F,"Who has first covid vaccine approved from dcgi, human trials to begin in july.",
T,Hcq + zinc reduces mortality by 50 % in retrospective study at nyu,
F,Hcq + zinc increases mortality by 50 % in retrospective study at nyu,
F,Hcq + zinc increased mortality by 50 % in retrospective study at nyu,
T,Closed environments facilitate secondary transmission of covid-19,
F,Closed environments prevent secondary transmission of covid-19,
F,Additional environments facilitate secondary transmission of covid-19,
T,China 's cansino bio advances covid-19 vaccine into phase 2 on preliminary safety data,
F,A's cansino bio advances covid-19 vaccine into phase 2 on preliminary safety data,
F,We's cansino bio advances covid-19 vaccine into phase 2 on preliminary safety data,
T,Sars-cov-2 infects and induces cytotoxic effects in human cardiomyocytes,
F,Sars-cov-2 infects and induces cytotoxic effects in mice cardiomyocytes,
T,County of santa clara identifies three additional early covid-19 deaths,
F,County of santa clara identifies no additional early covid-19 deaths,
F,County of santa clara identifies one additional early covid-19 deaths,
F,County of santa clara identifies two additional early covid-19 deaths,
T,The university of liverpool has developed an online database for checking drug-drug interactions with the experimental covid-19 specific medicinal products,
F,The university of liverpool has received an online database for checking drug-drug interactions with the experimental covid-19 specific medicinal products,
T,Active or latent tuberculosis increases susceptibility to covid-19 and disease severity,
F,Active or latent tuberculosis reduces susceptibility to covid-19 and disease severity,
F,Active or latent tuberculosis reduced susceptibility to covid-19 and disease severity,
F,Active or latent tuberculosis decreased susceptibility to covid-19 and disease severity,
T,Trump to declare national emergency on coronavirus to speed aid,
F,Participants to declare national emergency on coronavirus to speed aid,
F,Trump to declare national funding on coronavirus to speed aid,
F,Trump to declare national research on coronavirus to speed aid,
T,Early detection of superspreaders by mass group pool testing can mitigate covid-19 pandemic,
F,Early detection of superspreaders by mass group pool testing cannot mitigate covid-19 pandemic,
F,Further detection of superspreaders by mass group pool testing can mitigate covid-19 pandemic,
T,Broadly-targeted autoreactivity is common in severe sars-cov-2 infection,
F,Broadly-independent autoreactivity is common in severe sars-cov-2 infection,
T,Herd immunity is not an answer to a pandemic,
F,Herd immunity is also an answer to a pandemic,
F,Herd immunity is still an answer to a pandemic,
F,Herd immunity is currently an answer to a pandemic,
T,Sinopharm 's inactivated coronavirus vaccine,
F,Wepharm's inactivated coronavirus vaccine,
F,Ipharm's inactivated coronavirus vaccine,
F,Itpharm's inactivated coronavirus vaccine,
T,Evidence is lacking to support vitamin d 's role in treatment and prevention.,
F,Evidence is known to support vitamin d's role in treatment and prevention.,
F,Evidence is used to support vitamin d's role in treatment and prevention.,
F,Evidence is likely to support vitamin d's role in treatment and prevention.,
T,A sars-cov-2 vaccine candidate would likely match all currently circulating strains,
F,A sars-cov-2 vaccine candidate would not match all currently circulating strains,
T,Personalized therapy approach for hospitalized patients with covid-19,
F,Personalized surveillance approach for hospitalized patients with covid-19,
F,Personalized screening approach for hospitalized patients with covid-19,
F,Personalized prediction approach for hospitalized patients with covid-19,
T,Human sars-cov-2 neutralizing antibody cor-101 demonstrates high efficacy in a covid-19 animal model and is ready to be used in clinical studies to treat covid-19 patients.,
F,Human sars-cov-2 neutralizing antibody cor-3 demonstrates high efficacy in a covid-19 animal model and is ready to be used in clinical studies to treat covid-19 patients.,
T,The disease-induced herd immunity level for covid-19 is substantially lower than the classical herd immunity level,
F,The disease-induced herd immunity level for covid-19 is substantially higher than the classical herd immunity level,
F,The disease-induced herd immunity level for covid-19 is substantially greater than the classical herd immunity level,
F,The disease-induced herd immunity level for covid-19 is substantially larger than the classical herd immunity level,
T,Covid-19 case mortality rates continue to decline in florida,
F,Covid-19 case mortality rates continue to increase in florida,
F,Covid-19 case mortality rates continue to occur in florida,
F,Covid-19 case mortality rates continue to persist in florida,
T,Poop tests stop covid-19 outbreak at university of arizona,
F,Poop tests stop covid-19 outbreak at university of march,
F,Poop tests stop covid-19 outbreak at university of hospital,
T,"A repurposed , blood gene signature is associated with poor outcomes in sars-cov-2",
F,"A repurposed, blood pressure signature is associated with poor outcomes in sars-cov-2",
F,"A repurposed, blood count signature is associated with poor outcomes in sars-cov-2",
T,B cells and t cells mediate immunity to covid-19,
F,B cells and t cells mediate exposure to covid-19,
F,B cells and t cells mediate susceptibility to covid-19,
F,B cells and t cells mediate fusion to covid-19,
T,Large numbers of health care and frontline workers are refusing covid-19 vaccine.,
F,Low numbers of health care and frontline workers are refusing covid-19 vaccine.,
F,Large numbers of health care and frontline workers are receiving covid-19 vaccine.,
F,Lower numbers of health care and frontline workers are refusing covid-19 vaccine.,
T,Widely available lysosome targeting agents should be considered as a potential therapy for covid-19,
F,Widely available lysosome targeting agents cannot be considered as a potential therapy for covid-19,
F,Widely available lysosome targeting agents should be considered as a potential marker for covid-19,
F,Widely available lysosome targeting agents should be considered as a potential biomarker for covid-19,
T,Epidemiological analysis of an outbreak in hong kong revealed that blood group o was associated with a lower risk of sars-cov-2 infection .,
F,Epidemiological analysis of an outbreak in hong kong revealed that blood group o was associated with a increased risk of sars-cov-2 infection.,
F,Epidemiological analysis of an outbreak in hong kong revealed that blood group o was associated with a greater risk of sars-cov-2 infection.,
F,Epidemiological analysis of an outbreak in hong kong revealed that blood group o was associated with a higher risk of sars-cov-2 infection.,
T,Coronavirus hemagglutinin-esterase and spike proteins coevolve for functional balance and optimal virion avidity,
F,Coronavirus hemagglutinin-esterase and spike proteins coevolve for functional balance and blocking virion avidity,
T,Cytotoxic lymphocytes are dysregulated in multisystem inflammatory syndrome in children,
F,Cytotoxic lymphocytes are dysregulated in multisystem neurological syndrome in children,
F,Cytotoxic lymphocytes are dysregulated in multisystem heart syndrome in children,
F,Cytotoxic lymphocytes are dysregulated in multisystem nervous syndrome in children,
T,Elevated calprotectin and abnormal myeloid cell subsets discriminate severe from mild covid-19,
F,Elevated calprotectin and abnormal myeloid cell subsets discriminate naturally from mild covid-19,
T,Phase 1 trial of a candidate recombinant virus-like particle vaccine for covid-19 disease produced in plants,
F,Phase 1 trial of a candidate recombinant virus-like particle vaccine for covid-19 disease produced in mice,
T,Covid-19 detected on multiple mink farms,
F,Covid-19 died on multiple mink farms,
